School_ID,NAME_OF_SCHOOL,"Elementary, Middle, or High School",Street_Address,City,State,ZIP_Code,Phone_Number,Network_Manager,Collaborative_Name,Adequate_Yearly_Progress_Made_,Track_Schedule,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE
609815,Edward A Bouchet Math & Science Academy Elementary School,ES,7355 S Jeffery Blvd,Chicago,IL,60649,(773) 535-0501,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,33
610246,Edward Beasley Elementary Magnet Academic Center,ES,5255 S State St,Chicago,IL,60609,(773) 535-1230,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Average,47
609881,Edward C Delano Elementary School,ES,3937 W Wilcox St,Chicago,IL,60624,(773) 534-6620,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,38
609862,Edward Coles Elementary Language Academy,ES,8441 S Yates Blvd,Chicago,IL,60617,(773) 535-6550,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,22
609909,Edward Everett Elementary School,ES,3419 S Bell Ave,Chicago,IL,60608,(773) 535-4550,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,NDA,
610012,Edward Jenner Elementary Academy of the Arts,ES,1119 N Cleveland Ave,Chicago,IL,60610,(773) 534-8440,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,50
609904,Edward K Ellington Elementary School,ES,243 N Parkside Ave,Chicago,IL,60644,(773) 534-6361,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,30
610006,Edward N Hurley Elementary School,ES,3849 W 69th Pl,Chicago,IL,60629,(773) 535-2068,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Strong,77
609735,Edward Tilden Career Community Academy High School,HS,4747 S Union Ave,Chicago,IL,60609,(773) 535-1625,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,34
610315,Edward White Elementary Career Academy,ES,1136 W 122nd St,Chicago,IL,60643,(773) 535-5672,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,27
609708,Edwin G Foreman High School,HS,3235 N LeClaire Ave,Chicago,IL,60641,(773) 534-3400,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,26
609913,Elaine O Goodlow Elementary Magnet School,ES,2040 W 62nd St,Chicago,IL,60636,(773) 535-9365,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,44
610233,Elihu Yale Elementary School,ES,7025 S Princeton Ave,Chicago,IL,60621,(773) 535-3190,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,29
610227,Eli Whitney Elementary School,ES,2815 S Komensky Ave,Chicago,IL,60623,(773) 534-1560,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,Yes,Average,44
610195,Elizabeth H Sutherland Elementary School,ES,10015 S Leavitt St,Chicago,IL,60643,(773) 535-2580,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Very Strong,86
610119,Elizabeth Peabody Elementary School,ES,1444 W Augusta Blvd,Chicago,IL,60622,(773) 534-4170,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,51
609852,Eliza Chappell Elementary School,ES,2135 W Foster Ave,Chicago,IL,60625,(773) 534-2390,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,70
610235,Ella Flagg Young Elementary School,ES,1434 N Parkside Ave,Chicago,IL,60651,(773) 534-6200,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,31
609682,Ellen H Richards Career Academy High School,HS,5009 S Laflin St,Chicago,IL,60609,(773) 535-4945,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,30
610073,Ellen Mitchell Elementary School,ES,2233 W Ohio St,Chicago,IL,60612,(773) 534-7655,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
609712,Emil G Hirsch Metropolitan High School,HS,7740 S Ingleside Ave,Chicago,IL,60619,(773) 535-3100,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,13
609973,Emiliano Zapata Elementary Academy,ES,2728 S Kostner Ave,Chicago,IL,60623,(773) 534-1390,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,60
610065,Emmett Louis Till Math and Science Academy,ES,6543 S Champlain Ave,Chicago,IL,60637,(773) 535-0570,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,31
609916,Enrico Fermi Elementary School,ES,1415 E 70th St,Chicago,IL,60637,(773) 535-0540,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,30
610203,Enrico Tonti Elementary School,ES,5815 S Homan Ave,Chicago,IL,60629,(773) 535-9280,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,NDA,
610543,Eric Solorio Academy High School,HS,5400 S St Louis Ave,Chicago,IL,60632,(773) 535-9070,AUSL Schools,SOUTHWEST SIDE COLLABORATIVE,NDA,Standard,Not on Probation,Not Enough Data,No,Strong,67
610137,Ernst Prussing Elementary School,ES,4650 N Menard Ave,Chicago,IL,60630,(773) 534-3460,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,71
609908,Esmond Elementary School,ES,1865 W Montvale,Chicago,IL,60643,(773) 535-2650,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,36
609918,Eugene Field Elementary School,ES,7019 N Ashland Ave,Chicago,IL,60626,(773) 534-2030,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,42
609874,Everett McKinley Dirksen Elementary School,ES,8601 W Foster Ave,Chicago,IL,60656,(773) 534-1090,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,44
610319,Evergreen Academy Middle School,MS,3537 S Paulina St,Chicago,IL,60609,(773) 535-4836,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,60
610057,Fairfield Elementary Academy,ES,6201 S Fairfield Ave,Chicago,IL,60629,(773) 535-9500,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,31
610541,Federico Garcia Lorca Elementary School,ES,3231 N Springfield Ave,Chicago,IL,60618,(773) 534-0950,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Not Enough Data,No,Average,53
610308,Wilma Rudolph Elementary Learning Center,ES,110 N Paulina St,Chicago,IL,60612,(773) 534-7460,Fulton Elementary Network,WEST SIDE COLLABORATIVE,NDA,Standard,Not Applicable,Not Enough Data,No,NDA,
610120,Ferdinand Peck Elementary School,ES,3826 W 58th St,Chicago,IL,60629,(773) 535-2450,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,51
609917,Fernwood Elementary School,ES,10041 S Union Ave,Chicago,IL,60628,(773) 535-2700,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,29
610258,Florence B Price Elementary School,ES,4351 S Drexel Blvd,Chicago,IL,60653,(773) 535-1300,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,20
610096,Florence Nightingale Elementary School,ES,5250 S Rockwell St,Chicago,IL,60632,(773) 535-9270,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,35
609924,Fort Dearborn Elementary School,ES,9025 S Throop St,Chicago,IL,60620,(773) 535-2680,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,34
609927,Foster Park Elementary School,ES,8530 S Wood St,Chicago,IL,60620,(773) 535-2725,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,11
610215,Francisco I Madero Middle School,MS,3202 W 28th St,Chicago,IL,60623,(773) 535-4466,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,Yes,Average,49
610067,Francis M McKay Elementary School,ES,6901 S Fairfield Ave,Chicago,IL,60629,(773) 535-9340,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,23
610114,Francis Parkman Elementary School,ES,245 W 51st St,Chicago,IL,60609,(773) 535-1739,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,38
610020,Francis Scott Key Elementary School,ES,517 N Parkside Ave,Chicago,IL,60644,(773) 534-6230,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,37
610112,Francis W Parker Elementary Community Academy,ES,6800 S Stewart Ave,Chicago,IL,60621,(773) 535-3375,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,30
609800,Frank I Bennett Elementary School,ES,10115 S Prairie Ave,Chicago,IL,60628,(773) 535-5460,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,46
609939,Frank L Gillespie Elementary School,ES,9301 S State St,Chicago,IL,60619,(773) 535-5065,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,27
609926,Franklin Elementary Fine Arts Center,ES,225 W Evergreen Ave,Chicago,IL,60610,(773) 534-8510,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,87
609958,Frank W Gunsaulus Elementary Scholastic Academy,ES,4420 S Sacramento Ave,Chicago,IL,60632,(773) 535-7215,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,46
610144,Frank W Reilly Elementary School,ES,3650 W School St,Chicago,IL,60618,(773) 534-5250,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,48
610165,Franz Peter Schubert Elementary School,ES,2727 N Long Ave,Chicago,IL,60639,(773) 534-3080,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
610503,Frazier Prospective IB Magnet Elementary School,ES,4027 W Grenshaw St,Chicago,IL,60624,(773) 534-6880,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,Yes,Track_E,Not on Probation,Level 1,No,Strong,60
609854,Frederic Chopin Elementary School,ES,2450 W Rice St,Chicago,IL,60622,(773) 534-4080,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,86
610245,Frederick A Douglass Academy High School,HS,543 N Waller Ave,Chicago,IL,60644,(773) 534-6176,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,44
609930,Frederick Funston Elementary School,ES,2010 N Central Park,Chicago,IL,60647,(773) 534-4125,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,16
610163,Frederick Stock Elementary School,ES,7507 W Birchwood Ave,Chicago,IL,60631,(773) 534-1215,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,NDA,Standard,NDA,NDA,No,NDA,
610010,Friedrich Ludwig Jahn Elementary School,ES,3149 N Wolcott Ave,Chicago,IL,60657,(773) 534-5500,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,72
609737,Friedrich W von Steuben Metropolitan Science High School,HS,5039 N Kimball Ave,Chicago,IL,60625,(773) 534-5100,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,70
609709,Gage Park High School,HS,5630 S Rockwell St,Chicago,IL,60629,(773) 535-9230,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,14
610009,Galileo Math & Science Scholastic Academy Elementary School,ES,820 S Carpenter St,Chicago,IL,60607,(773) 534-7070,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,65
610072,Garrett A Morgan Elementary School,ES,8407 S Kerfoot Ave,Chicago,IL,60620,(773) 535-3366,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,28
610293,Genevieve Melody Elementary School,ES,412 S Keeler Ave,Chicago,IL,60624,(773) 534-6850,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Strong,61
609779,George Armstrong International Studies Elementary School,ES,2110 W Greenleaf Ave,Chicago,IL,60645,(773) 534-2150,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,59
610062,George B McClellan Elementary School,ES,3527 S Wallace St,Chicago,IL,60609,(773) 535-1732,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,49
610196,George B Swift Elementary Specialty School,ES,5900 N Winthrop Ave,Chicago,IL,60660,(773) 534-2695,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,61
609849,George F Cassell Elementary School,ES,11314 S Spaulding Ave,Chicago,IL,60655,(773) 535-2640,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Track_E,Not on Probation,Level 2,No,Strong,76
609761,George H Corliss High School,HS,821 E 103rd St,Chicago,IL,60628,(773) 535-5115,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,33
610305,George Leland Elementary School,ES,5221 W Congress Pkwy,Chicago,IL,60644,(773) 534-6340,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
610048,George Manierre Elementary School,ES,1420 N Hudson Ave,Chicago,IL,60610,(773) 534-8456,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,43
610139,George M Pullman Elementary School,ES,11311 S Forrestville Ave,Chicago,IL,60628,(773) 535-5395,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,59
609795,George Rogers Clark Elementary School,ES,1045 S Monitor Ave,Chicago,IL,60644,(773) 534-6225,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Weak,39
609760,George Washington Carver Military Academy High School,HS,13100 S Doty Ave,Chicago,IL,60627,(773) 535-5250,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,53
609845,George Washington Carver Primary School,ES,901 E 133rd Pl,Chicago,IL,60827,(773) 535-5674,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,25
610219,George Washington Elementary School,ES,3611 E 114th St,Chicago,IL,60617,(773) 535-5010,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Average,58
609739,George Washington High School,HS,3535 E 114th St,Chicago,IL,60617,(773) 535-5725,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,46
609900,George W Curtis Elementary School,ES,32 E 115th St,Chicago,IL,60628,(773) 535-5050,AUSL Schools,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,23
609693,George Westinghouse High School,HS,3223 W Franklin Blvd,Chicago,IL,60624,(773) 534-6400,West Side High School Network,WEST SIDE COLLABORATIVE,NDA,Standard,Not on Probation,Not Enough Data,No,Strong,74
610202,George W Tilton Elementary School,ES,223 N Keeler Ave,Chicago,IL,60624,(773) 534-6746,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,6
609920,Gerald Delgado Kanoon Elementary Magnet School,ES,2233 S Kedzie Ave,Chicago,IL,60623,(773) 534-1736,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,44
610187,Graeme Stewart Elementary School,ES,4525 N Kenmore Ave,Chicago,IL,60640,(773) 534-2640,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,49
610285,Granville T Woods Math & Science Academy Elementary School,ES,6206 S Racine Ave,Chicago,IL,60636,(773) 535-9250,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,35
610383,Greater Lawndale High School For Social Justice,HS,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4300,West Side High School Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,43
609857,Grover Cleveland Elementary School,ES,3121 W Byron St,Chicago,IL,60618,(773) 534-5130,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,64
610241,Guglielmo Marconi Elementary Community Academy,ES,230 N Kolmar Ave,Chicago,IL,60624,(773) 534-6210,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,26
609741,Gurdon S Hubbard High School,HS,6200 S Hamlin Ave,Chicago,IL,60629,(773) 535-2200,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,42
609726,Gwendolyn Brooks College Preparatory Academy High School,HS,250 E 111th St,Chicago,IL,60628,(773) 535-9930,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,64
610182,Hannah G Solomon Elementary School,ES,6206 N Hamlin Ave,Chicago,IL,60659,(773) 534-5226,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,78
610068,Hanson Park Elementary School,ES,5411 W Fullerton Ave,Chicago,IL,60639,(773) 534-3100,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,35
610124,Harold Washington Elementary School,ES,9130 S University Ave,Chicago,IL,60619,(773) 535-6225,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,28
610192,Harriet Beecher Stowe Elementary School,ES,3444 W Wabansia Ave,Chicago,IL,60647,(773) 534-4175,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,28
610158,Harriet E Sayre Elementary Language Academy,ES,1850 N Newland Ave,Chicago,IL,60707,(773) 534-3351,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,68
609974,Hawthorne Elementary Scholastic Academy,ES,3319 N Clifton Ave,Chicago,IL,60657,(773) 534-5550,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,Yes,Very Strong,92
609985,Helen M Hefferan Elementary School,ES,4409 W Wilcox St,Chicago,IL,60624,(773) 534-6192,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,29
610122,Helen Peirce International Studies Elementary School,ES,1423 W Bryn Mawr Ave,Chicago,IL,60660,(773) 534-2440,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,58
609972,Helge A Haugan Elementary School,ES,4540 N Hamlin Ave,Chicago,IL,60625,(773) 534-5040,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,43
609856,Henry Clay Elementary School,ES,13231 S Burley Ave,Chicago,IL,60633,(773) 535-5600,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,38
610040,Henry D Lloyd Elementary School,ES,2103 N Lamon Ave,Chicago,IL,60639,(773) 534-3070,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
610092,Henry H Nash Elementary School,ES,4837 W Erie St,Chicago,IL,60644,(773) 534-6125,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,41
610279,Henry O Tanner Elementary School,ES,7350 S Evans Ave,Chicago,IL,60619,(773) 535-3870,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,33
609861,Henry R Clissold Elementary School,ES,2350 W 110th Pl,Chicago,IL,60643,(773) 535-2560,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,45
610297,High School of Leadership at South Shore,HS,7627 S Constance Ave,Chicago,IL,60649,(773) 535-6190,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,
609798,Hiram H Belding Elementary School,ES,4257 N Tripp Ave,Chicago,IL,60641,(773) 534-3590,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,64
609768,Hope College Preparatory High School,HS,5515 S Lowe Ave,Chicago,IL,60621,(773) 535-3160,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,31
609850,Horace Greeley Elementary School,ES,832 W Sheridan Rd,Chicago,IL,60613,(773) 534-5800,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,65
610052,Horace Mann Elementary School,ES,8050 S Chappel Ave,Chicago,IL,60617,(773) 535-6640,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,28
610058,Horatio May Elementary Community Academy,ES,512 S Lavergne Ave,Chicago,IL,60644,(773) 534-6140,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,42
609713,Hyde Park Academy High School,HS,6220 S Stony Island Ave,Chicago,IL,60637,(773) 535-0880,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,29
610390,Hyman G Rickover Naval Academy High School,HS,5900 N Glenwood Ave,Chicago,IL,60660,(773) 534-2890,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,64
610110,Ida B Wells Preparatory Elementary Academy,ES,244 E Pershing Rd,Chicago,IL,60653,(773) 535-1204,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,49
610273,Ignance Paderewski Elementary Learning Academy,ES,2221 S Lawndale Ave,Chicago,IL,60623,(773) 534-1821,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,31
610384,Infinity Math Science and Technology High School,HS,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4225,West Side High School Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,58
610078,Inter-American Elementary Magnet School,ES,851 W Waveland Ave,Chicago,IL,60613,(773) 534-5490,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,67
609848,Ira F Aldridge Elementary School,ES,630 E 131st St,Chicago,IL,60827,(773) 535-5614,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,39
610532,Irene C. Hernandez Middle School for the Advancement of Science,MS,3510 W 55th St,Chicago,IL,60632,(773) 535-8850,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Not Enough Data,No,Weak,34
610125,Irma C Ruiz Elementary School,ES,2410 S Leavitt St,Chicago,IL,60608,(773) 535-4825,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,Yes,Average,57
610276,Irvin C Mollison Elementary School,ES,4415 S Dr Martin L King Jr Dr,Chicago,IL,60653,(773) 535-1804,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,44
610103,Isabelle C O'Keeffe Elementary School,ES,6940 S Merrill Ave,Chicago,IL,60649,(773) 535-0600,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,17
610256,Jackie Robinson Elementary School,ES,4225 S Lake Park Ave,Chicago,IL,60653,(773) 535-1777,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,
609797,Jacob Beidler Elementary School,ES,3151 W Walnut St,Chicago,IL,60612,(773) 534-6811,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,63
609766,Jacqueline B Vaughn Occupational High School,HS,4355 N Linder Ave,Chicago,IL,60641,(773) 534-3600,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,NDA,Track_E,Not Applicable,Not Enough Data,No,Average,57
609912,James B Farnsworth Elementary School,ES,5414 N Linder Ave,Chicago,IL,60630,(773) 534-3535,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,55
610070,James B McPherson Elementary School,ES,4728 N Wolcott Ave,Chicago,IL,60640,(773) 534-2625,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,71
610066,James E McDade Elementary Classical School,ES,8801 S Indiana Ave,Chicago,IL,60619,(773) 535-3669,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
